Persona,legislatura
Guido_Ceccherini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
Guido_Ceccherini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
Guido_Ceccherini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
Guido_Ceccherini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
Marte_Ferrari,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Sergio_Ceravolo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
Sergio_Ceravolo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
Giuseppe_Fornasari,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Vincenzo_Gatto,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
Vincenzo_Gatto,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
Vincenzo_Gatto,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
Benito_Cerra,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
Carlo_Cerri,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
Silvano_Labriola,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Pasquale_Lamorte,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Girolamo_La_Penna,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Girolamo_La_Penna,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
Girolamo_La_Penna,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
Pino_Leccisi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Pietro_Cerullo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
Antonino_Lombardo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Pietro_Longo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
Giuseppe_Lucchesi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Giorgio_Macciotta,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Lucio_Magri,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Piergiovanni_Malvestio,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Vittorio_Cervone,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
Vittorio_Cervone,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
Vittorio_Cervone,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
Vittorio_Cervone,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
Vittorio_Cervone,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
Manfredo_Manfredi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Calogero_Mannino,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Mario_Martinelli,http://dati.camera.it/ocd/legislatura.rdf/costituente
Mario_Martinelli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
Mario_Martinelli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
Mario_Martinelli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
Gino_Cesaroni,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
Gino_Cesaroni,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
Mario_Clemente_Mastella,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Gianuario_Carta,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Gianfranco_Rocelli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Gianfranco_Rocelli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Antonio_Caruso,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Falco_Accame,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Nicola_Adamo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Guido_Alborghetti,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Guido_Alborghetti,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Francesco_Alici,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Abdon_Alinovi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Abdon_Alinovi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Paolo_Allegra,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Giovanni_Amabile,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Domenico_Amalfitano,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Domenico_Amalfitano,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Giuseppe_Amarante,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Franco_Ambrogio,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Franco_Ambrogio,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Cesare_Amici,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Aldo_Aniasi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Aldo_Aniasi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Varese_Antoni,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Varese_Antoni,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Angelo_Armella,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Mario_Arnone,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Moreno_Bambi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Moreno_Bambi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Arnaldo_Baracetti,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Arnaldo_Baracetti,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Augusto_Antonio_Barbera,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Augusto_Antonio_Barbera,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Albertino_Castellucci,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Piero_Bassetti,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Eriase_Belardi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Eriase_Belardi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Antonio_Bellocchio,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Antonio_Bellocchio,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Vinicio_Bernardini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Fausto_Bocchi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Fausto_Bocchi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Andrea_Borri,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Andrea_Borri,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Andrea_Borruso,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Andrea_Borruso,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Beniamino_Brocca,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Beniamino_Brocca,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Paolo_Pietro_Broccoli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Antonino_Brusca,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Massimo_Cacciari,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Armando_Calaminici,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Mario_Campagnoli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Mario_Campagnoli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Giancarlo_Cantelmi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Leo_Canullo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Leo_Canullo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Lorenzo_Cappelli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Guido_Cappelloni,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Nicola_Capria,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Nicola_Capria,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Guido_Carandini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Rodolfo_Carelli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Rodolfo_Carelli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Natale_Carlotto,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Natale_Carlotto,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Pietro_Carmeno,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Giorgio_Casalino,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Francesco_Casati,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Francesco_Casati,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Giuseppe_Castoldi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Benito_Cazora,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Benito_Cazora,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Alberto_Cecchi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Gianluca_Cerrina_Feroni,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Gianluca_Cerrina_Feroni,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Leonardo_Ciannamea,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Fabrizio_Cicchitto,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Fortunato_Aloi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Paolo_Cirino_Pomicino,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Paolo_Cirino_Pomicino,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Francesco_Cattanei,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Francesco_Cattanei,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Severino_Citaristi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Severino_Citaristi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Ezio_Citterio,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Giulio_Colomba,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Flavio_Colonna,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Antonio_Conte,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Antonio_Conte,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Pietro_Conti,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Pietro_Conti,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Marino_Corder,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Marino_Corder,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Marino_Corder,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Silverio_Corvisieri,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Silverio_Corvisieri,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Silverio_Corvisieri,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Raffaele_Costa,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Raffaele_Costa,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Raffaele_Costa,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Mario_Cravedi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Mario_Cravedi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Angelo_Gaetano_Cresco,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Angelo_Gaetano_Cresco,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Angelo_Gaetano_Cresco,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Emo_Danesi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Emo_Danesi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Francesco_Da_Prato,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Francesco_Da_Prato,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Stefano_Cavaliere,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Stefano_Cavaliere,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Clelio_Darida,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Clelio_Darida,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Clelio_Darida,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Paolo_De_Caro,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Paolo_De_Caro,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Massimo_De_Carolis,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Massimo_De_Carolis,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Vincenzo_De_Cosmo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Vincenzo_De_Cosmo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Michele_De_Gregorio,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Michele_De_Gregorio,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Olindo_Del_Donno,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Olindo_Del_Donno,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Olindo_Del_Donno,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Giovanni_Del_Rio,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Giovanni_Del_Rio,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Gianni_De_Michelis,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Gianni_De_Michelis,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Gianni_De_Michelis,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Mazarino_Marco_De_Petro,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Alfredo_De_Poi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Alfredo_De_Poi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Adolfo_Facchini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Adolfo_Facchini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Giovanni_Fantaci,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Guido_Fanti,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Guido_Fanti,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Camillo_Federico,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Camillo_Federico,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Nevio_Felicetti,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Marte_Ferrari,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Marte_Ferrari,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Marte_Ferrari,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Silvestro_Andreino_Ferrari,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Silvestro_Andreino_Ferrari,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Silvestro_Andreino_Ferrari,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Costantino_Formica,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Sergio_Ceravolo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Giuseppe_Fornasari,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Giuseppe_Fornasari,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Giuseppe_Fornasari,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Luciano_Forni,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Salvatore_Forte,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Salvatore_Forte,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Giuseppe_Fortunato,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Hugo_Gamper,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Hugo_Gamper,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Raffaele_Garzia,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Raffaele_Garzia,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Natalino_Gatti,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Natalino_Gatti,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Vincenzo_Gatto,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Francesco_Giuliari,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Benito_Cerra,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Raffaele_Giuseppe_Carmelo_Giura_Longo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Raffaele_Giuseppe_Carmelo_Giura_Longo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Massimo_Gorla,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Massimo_Gorla,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Natale_Gottardo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Natale_Gottardo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Lelio_Grassucci,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Lelio_Grassucci,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Lelio_Grassucci,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Gennaro_Guadagno,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Enrico_Gualandi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Enrico_Gualandi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Enrico_Gualandi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Nazzareno_Guasso,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Paolo_Guerrini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Paolo_Guerrini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Guido_Ianni,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Guido_Ianni,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Guido_Ianni,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Giovancarlo_Iozzelli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Bruno_Kessler,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Bruno_Kessler,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Silvano_Labriola,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Silvano_Labriola,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Silvano_Labriola,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Pasquale_Lamorte,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Pasquale_Lamorte,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Pasquale_Lamorte,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Girolamo_La_Penna,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Girolamo_La_Penna,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Girolamo_La_Penna,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Salvatore_La_Rocca,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Salvatore_La_Rocca,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Pino_Leccisi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Pino_Leccisi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Pino_Leccisi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Pietro_Cerullo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Pier_Giorgio_Licheri,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Antonino_Lombardo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Antonino_Lombardo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Antonino_Lombardo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Pietro_Longo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Pietro_Longo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Pietro_Longo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Giuseppe_Lucchesi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Giuseppe_Lucchesi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Giuseppe_Lucchesi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Francesco_Lussignoli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Francesco_Lussignoli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Francesco_Lussignoli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Giorgio_Macciotta,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Giorgio_Macciotta,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Giorgio_Macciotta,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Lucio_Magri,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Lucio_Magri,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Lucio_Magri,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Piergiovanni_Malvestio,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Piergiovanni_Malvestio,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Piergiovanni_Malvestio,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Giuseppe_Manfredi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Giuseppe_Manfredi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Manfredo_Manfredi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Manfredo_Manfredi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Manfredo_Manfredi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Calogero_Mannino,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Calogero_Mannino,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Calogero_Mannino,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Salvatore_Mannuzzu,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Salvatore_Mannuzzu,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Salvatore_Mannuzzu,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
Virginiangelo_Marabini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Virginiangelo_Marabini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Andrea_Margheri,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Andrea_Margheri,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Fiorenzo_Maroli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Fiorenzo_Maroli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Alfredo_Marraffini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Alfredo_Marraffini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Mario_Martinelli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Leopoldo_Attilio_Martino,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Giuseppe_Marton,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Francesco_Martorelli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Francesco_Martorelli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Vitilio_Masiello,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Vitilio_Masiello,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
Mario_Clemente_Mastella,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
Antonio_Matarrese,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Vito_Napoli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Achille_Occhetto,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Achille_Occhetto,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12
Achille_Occhetto,http://dati.camera.it/ocd/legislatura.rdf/repubblica_13
Giacinto_Pannella,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Nicolamaria_Sanese,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Mariotto_Giovanni_Battista_Segni,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Mariotto_Giovanni_Battista_Segni,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12
Giuliano_Silvestri,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Mario_Tassone,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Mario_Tassone,http://dati.camera.it/ocd/legislatura.rdf/repubblica_13
Mario_Tassone,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14
Mario_Tassone,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15
Mario_Tassone,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16
Antonio_Testa,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Angelo_Tiraboschi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Carlo_Vizzini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Bruno_Zambon,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Valerio_Zanone,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Giovanni_Zarro,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Renato_Altissimo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Emilio_Colombo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Luigi_Berlinguer,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12
Luigi_Berlinguer,http://dati.camera.it/ocd/legislatura.rdf/repubblica_13
Francesco_Colucci,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
Francesco_Colucci,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14
Francesco_Colucci,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15
Francesco_Colucci,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16
Antonio_Matarrese,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Mauro_Mellini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Aldo_Cetrullo,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
Amleto_Monsellato,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
Vito_Napoli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Achille_Occhetto,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Bruno_Orsini,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Giacinto_Pannella,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Gianmario_Pellizzari,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Costante_Portatadino,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Elio_Quercioli,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Luigi_Rossi_Di_Montelera,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Antonio_Rubbi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Emilio_Rubbi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Gaspare_Saladino,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Giosue'_Salomone,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
Nicolamaria_Sanese,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Martino_Scovacricchi,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
Mariotto_Giovanni_Battista_Segni,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
